"","ï..X","Y","OBJECTID","ReferenceNumber","CategoryHierarchy","CategoryLevel1","CategoryLevel2","CategoryLevel3","CategoryLevel4","CategoryLevel5","CategoryName","CouncilDistrictNumber","SourceLevel1","Neighborhood","DateCreated","DateUpdated","DateClosed","StatusType","SystemId","ServiceLevelName","Latitude","Longitude","XCoord","YCoord","CrossStreet","GlobalID","ZIP"
"146",-121.458372514786,38.6564531790625,6281,"160511-000849","Solid Waste : Missed Service : Recycle","Solid Waste","Missed Service","",NA,NA,"Recycle",2,"Mobile App","Northpointe","2016-05-11T21:16:43.000Z","2017-05-21T06:40:57.000Z","2017-05-21T06:40:57.000Z","Completed",13538,"36 Hours-No Holidays-M/F-24h",38.6564480900583,-121.458359340115,6716336.44350177,2001347.32212682,"AMBER LEAF WAY","beeb071e-0da0-497d-9a79-c24d5847030f","95838"
"147",-121.525907707089,38.6246908710014,6282,"160511-000845","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",1,"Phone Call","Gateway West","2016-05-11T21:16:47.000Z","2017-05-21T06:36:04.000Z","2017-05-21T06:36:04.000Z","Completed",13539,"",38.6246857897865,-121.525894525905,6697111.7693211,1989672.48966848,"GUADALAJARA WAY","8ff080a0-593b-4961-8353-947ed12e7c9e","95833"
"148",-121.438572345091,38.6467698204098,6283,"160511-000836","Animal care : Stray : Loose","Animal care","Stray","",NA,NA,"Loose",2,"Phone Call","Robla","2016-05-11T21:16:51.000Z","2016-05-11T21:17:29.000Z","","In Progress",13540,"7 Days-No Holidays-24x7",38.6467647307075,-121.438559174685,6722012.25314164,1997855.21090004,"LAMBERTON CIR","def19027-3a60-4c04-a64f-247704aedaf6","95838"
"149",-121.49858606294,38.5209599613194,6284,"160511-000842","Facilities : Repair : Plumbing","Facilities","Repair","",NA,NA,"Plumbing",5,"Phone Call","South Land Park","2016-05-11T21:17:36.000Z","2017-04-12T20:56:17.000Z","2017-04-12T20:56:13.000Z","Completed",13541,"",38.5209548866995,-121.498572898741,6705125.52241,1951938.237474,"CLAUDIA DR","518c1fcd-2ada-4206-8ce1-2241cec4285a","95822"
"150",-121.545590186655,38.6452374501248,6285,"160511-000850","Solid Waste : Deliver Can : Garbage","Solid Waste","Deliver Can","",NA,NA,"Garbage",1,"Phone Call","Sundance Lake","2016-05-11T21:19:21.000Z","2017-01-27T18:40:16.000Z","2017-01-27T18:38:13.000Z","Closed",13543,"",38.6452323686967,-121.545576999889,6691451.402153,1997126.334513,"NATOMAS CENTRAL DR","81fb8fbe-e464-409e-9a26-0771191e0eab","95834"
"151",-121.545590186655,38.6452374501248,6286,"160511-000856","Solid Waste : Deliver Can : Recycle","Solid Waste","Deliver Can","",NA,NA,"Recycle",1,"Phone Call","Sundance Lake","2016-05-11T21:21:46.000Z","2017-01-27T18:40:15.000Z","2017-01-27T18:38:13.000Z","Closed",13545,"",38.6452323686967,-121.545576999889,6691451.402153,1997126.334513,"NATOMAS CENTRAL DR","8fbec5be-4c11-4860-81bc-d2f8e2270996","95834"
"152",-121.545590186655,38.6452374501248,6287,"160511-000858","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",1,"Phone Call","Sundance Lake","2016-05-11T21:22:11.000Z","2017-01-27T18:40:13.000Z","2017-01-27T18:38:13.000Z","Closed",13547,"",38.6452323686967,-121.545576999889,6691451.402153,1997126.334513,"NATOMAS CENTRAL DR","3e2c1947-79cc-4253-95ea-df98e07acaa8","95834"
"153",-121.465565686178,38.5438479066458,6288,"160511-000860","Solid Waste : Kick truck : Recycle","Solid Waste","Kick truck","",NA,NA,"Recycle",5,"Phone Call","Central Oak Park","2016-05-11T21:25:10.000Z","2017-01-27T18:40:11.000Z","2017-01-27T18:38:13.000Z","Closed",13554,"36 Hours-No Holidays-M/F-24h",38.54384282761,-121.465552524278,6714523.563864,1960327.260918,"38TH ST","59219d1b-e1bc-4337-b6cd-ef62652b8d24","95817"
"154",-121.460663037417,38.4812048364038,6289,"160511-000871","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Parkway","2016-05-11T21:28:12.000Z","2017-07-06T18:41:53.000Z","2017-07-06T18:39:44.000Z","Completed",13561,"",38.4811997622536,-121.460649883944,6716061.141212,1937522.607145,"TEAK WAY","a7090af9-4557-49e4-8d08-89162093d72c","95823"
"155",-121.503231509816,38.6254142303529,6290,"160511-000872","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",3,"Phone Call","South Natomas","2016-05-11T21:29:16.000Z","2017-01-27T18:40:09.000Z","2017-01-27T18:38:13.000Z","Closed",13563,"36 Hours-No Holidays-M/F-24h",38.6254091473541,-121.503218332045,6703588.528077,1989970.523312,"MAYKIRK WAY","09ff715e-fe27-4db7-bcab-4460e5d2183d","95833"
"156",-121.476058853662,38.4753878569927,6291,"160511-000875","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",8,"Phone Call","Meadowview","2016-05-11T21:29:41.000Z","2017-05-21T06:36:05.000Z","2017-05-21T06:36:05.000Z","Cancelled",13564,"",38.4753827844934,-121.47604569852,6711666.19536946,1935378.43319667,"TEEKAY WAY","80441445-b598-4918-9a81-b31d41ec5657","95832"
"157",-121.530236711749,38.6343906027872,6292,"160511-000873","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",1,"Phone Call","Gateway West","2016-05-11T21:30:07.000Z","2017-01-27T18:40:07.000Z","2017-01-27T18:38:13.000Z","Closed",13566,"36 Hours-No Holidays-M/F-24h",38.6343855210946,-121.530223528695,6695856.786432,1993198.472726,"CHATEAU MONTELENA WAY","bb82f6a1-f025-4e08-90d7-3fe90d1ba1ac","95834"
"158",-121.488708861303,38.474489459812,6293,"160511-000878","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Web App","Meadowview","2016-05-11T21:30:09.000Z","2017-07-06T18:41:54.000Z","2017-07-06T18:39:44.000Z","Completed",13567,"",38.4744843883427,-121.488695704315,6708046.585513,1935030.633054,"HIGHFIELD CIR","850c63f5-d810-45c9-9793-f8b6b8996dbd","95832"
"159",-121.506461117985,38.6805814370626,6294,"160511-000877","Solid Waste : Repair Can : Recycle : Lid","Solid Waste","Repair Can","Recycle",NA,NA,"Lid",1,"Phone Call","Regency Park","2016-05-11T21:31:15.000Z","2017-05-21T06:36:04.000Z","2017-05-21T06:36:04.000Z","Completed",13569,"",38.6805763497112,-121.506447932883,6702556.78528215,2010056.03615894,"PAUL COURTER WAY","7084b454-f3d6-404b-b3ac-fd614e46389c","95835"
"160",-121.492196911615,38.5473960489203,6295,"160511-000881","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",4,"Phone Call","Land Park","2016-05-11T21:31:59.000Z","2017-05-20T07:32:21.000Z","2017-05-20T07:32:21.000Z","Completed",13571,"36 Hours-No Holidays-M/F-24h",38.547390971603,-121.492183745161,6706899.6505145,1961575.72555547,"19TH ST","5a9c4ef5-800e-4c84-b2d4-304437a1a180","95818"
"161",-121.530236711749,38.6343906027872,6296,"160511-000884","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",1,"Phone Call","Gateway West","2016-05-11T21:32:38.000Z","2017-01-27T18:40:19.000Z","2017-01-27T18:38:13.000Z","Closed",13572,"36 Hours-No Holidays-M/F-24h",38.6343855210946,-121.530223528695,6695856.786432,1993198.472726,"CHATEAU MONTELENA WAY","e76ac64b-fab5-4051-9723-19819e8a4fa9","95834"
"162",-121.536712393086,38.4832584729518,6297,"160511-000882","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Phone Call","Pocket","2016-05-11T21:33:29.000Z","2017-01-27T18:40:16.000Z","2017-01-27T18:38:13.000Z","Closed",13574,"",38.4832534043691,-121.536699227616,6694287.631831,1938150.399668,"CUTTING WAY","cb7af02c-1929-4953-907b-6ec13af5e7af","95831"
"163",-121.476286811274,38.5266834886198,6298,"160511-000886","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",5,"Phone Call","North City Farms","2016-05-11T21:34:17.000Z","2017-05-20T07:35:21.000Z","2017-05-20T07:35:21.000Z","Completed",13576,"36 Hours-No Holidays-M/F-24h",38.5266784118333,-121.476273649822,6711493.28120994,1954058.579035,"28TH ST","587575a1-c61a-4c6e-bffb-92a1289522c5","95820"
"164",-121.437969604683,38.6122971590121,6299,"160511-000896","Water : Turn Water Off","Water","","",NA,NA,"Turn Water Off",2,"Phone Call","South Hagginwood","2016-05-11T21:40:52.000Z","2017-05-21T06:36:04.000Z","2017-05-21T06:36:04.000Z","Completed",13587,"2 Hours-All Holidays-24x7",38.6122920721483,-121.43795643863,6722262.03277349,1985302.24567482,"CANNON ST","432d03ab-711f-4f85-9abc-1356c1822d96","95815"
"165",-121.494020108255,38.5817923038651,6300,"160511-000888","Facilities : Repair : Administration","Facilities","Repair","",NA,NA,"Administration",4,"Phone Call","Downtown","2016-05-11T21:41:38.000Z","2017-10-13T23:00:34.000Z","2017-10-13T23:00:22.000Z","Completed",13589,"",38.5817923038651,-121.494020108255,6706308.48729512,1974099.04716364,"9TH ST","75c5bc0e-40f9-437c-9236-acf8a2cdbce7","95814"
"166",-121.47861417555,38.5617337612133,6301,"160511-000911","Water : Turn Water On","Water","","",NA,NA,"Turn Water On",4,"Phone Call","Newton Booth","2016-05-11T21:48:17.000Z","2017-01-27T18:40:14.000Z","2017-01-27T18:38:13.000Z","Closed",13604,"2 Hours-All Holidays-24x7",38.5617286816663,-121.478601009436,6710754.247527,1966819.141886,"25TH ST","0be1d71d-6e7a-4624-ba8a-89fb5028288b","95818"
"167",-121.544703146961,38.4869550298417,6302,"160511-000919","Solid Waste : Exchange Can : Garbage","Solid Waste","Exchange Can","",NA,NA,"Garbage",7,"Email","Pocket","2016-05-11T21:49:34.000Z","2017-05-21T07:02:00.000Z","2017-05-21T07:02:00.000Z","Completed",13607,"",38.4869499615539,-121.544689979805,6691993.53437252,1939485.03384598,"SEASIDE CT","2dd70336-5c54-4533-8745-39c8e59a8dab","95831"
"168",-121.449533481961,38.6571180855838,6303,"160511-000920","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",2,"Phone Call","Robla","2016-05-11T21:50:46.000Z","2017-05-20T07:55:40.000Z","2017-05-20T07:55:40.000Z","Completed",13609,"24 Hours-No Holidays-M/F-24h",38.6571129958509,-121.449520308577,6718859.00153345,2001604.62995412,"SANTA ANA AVE","26167698-7b0e-4de6-abf0-5886ab4b77b3","95838"
"169",-121.451200501268,38.618595345719,6304,"160511-000922","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",2,"Mobile App","Noralto","2016-05-11T21:51:06.000Z","2017-05-20T02:21:34.000Z","2017-05-20T02:21:34.000Z","Completed",13610,"36 Hours-No Holidays-M/F-24h",38.6185902593329,-121.45118733239,6718467.701994,1987572.773843,"FAIRFIELD ST","2c2cf182-0279-4a3b-817b-b1b2f20decc1","95815"
"170",-121.42338026124,38.4446397961382,6305,"160511-000927","Solid Waste : Replace Can : Lawn and Garden","Solid Waste","Replace Can","",NA,NA,"Lawn and Garden",8,"Phone Call","Valley Hi / North Laguna","2016-05-11T21:54:33.000Z","2017-05-21T06:36:04.000Z","2017-05-21T06:36:04.000Z","Completed",13618,"",38.4446347222557,-121.423367117997,6726818.06752992,1924272.14983999,"RICHLANDS WAY","40a9e3ed-60b0-41ec-8b49-62edfc6af73a","95823"
"171",-121.444639208013,38.5562182087382,6306,"160511-000917","Building / Planning : Escalation Form : Permittting","Building / Planning","Escalation Form","",NA,NA,"Permittting",6,"Phone Call","Elmhurst","2016-05-11T22:03:24.000Z","2016-05-11T22:03:30.000Z","","In Progress",13628,"48 Hours-All Holidays-M/F-24h",38.5562131270796,-121.444626047832,6720481.1247859,1964868.07796445,"US 50 EB","77cb5b4d-efff-4699-ac10-2f44f2482f89","95819"
"172",-121.534179583526,38.6074064811523,6307,"160511-000943","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",4,"Phone Call","Willowcreek","2016-05-11T22:12:00.000Z","2017-05-21T06:36:04.000Z","2017-05-21T06:36:04.000Z","Completed",13638,"24 Hours-No Holidays-M/F-24h",38.6074014020069,-121.534166403199,6694780.89966824,1983365.71758979,"SWALLOWS NEST LN","e141bbee-e1a5-4d11-84cd-98096c275cb4","95833"
"173",-121.482676283699,38.528560262647,6308,"160511-000957","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Phone Call","","2016-05-11T22:15:47.000Z","2017-07-06T18:41:56.000Z","2017-07-06T18:39:44.000Z","Completed",13645,"",38.5285551861876,-121.482663121028,6709661.522788,1954731.581487,"24TH ST","6bc16f78-d9d6-4b94-9718-df70673c1944","95822"
"174",-121.471298102639,38.5399728812173,6309,"160511-000950","Animal care : Dead : Public Right of Way","Animal care","Dead","",NA,NA,"Public Right of Way",5,"Phone Call","South Oak Park","2016-05-11T22:16:56.000Z","2016-05-12T17:36:41.000Z","","In Progress",13647,"7 Days-No Holidays-24x7",38.5399678029394,-121.471284940328,6712892.26884331,1958906.48880018,"12TH AVE 14TH AVE ALY","fabc1955-f36e-4080-8c8f-6daf2acd238b","95820"
"175",-121.526985668133,38.5095538418061,6310,"160511-000961","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Mobile App","Greenhaven","2016-05-11T22:17:04.000Z","2017-07-06T18:41:49.000Z","2017-07-06T18:39:44.000Z","Completed",13648,"",38.5095487702874,-121.526972500946,6697022.061112,1947740.855018,"GREENHAVEN DR","6e5cd895-e85f-4ed9-85a6-c6458bd1f321","95831"
"176",-121.500273292154,38.493111525342,6311,"160511-000963","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Meadowview","2016-05-11T22:18:41.000Z","2017-01-27T18:40:12.000Z","2017-01-27T18:38:13.000Z","Closed",13652,"",38.4931064531839,-121.500260131102,6704698.578013,1941793.894908,"WAKEFIELD WAY","91ca3533-43e6-4f46-bef5-0bb5c04f6b28","95822"
"177",-121.479122373825,38.531168432203,6312,"160511-000962","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Phone Call","North City Farms","2016-05-11T22:20:36.000Z","2017-01-27T18:40:10.000Z","2017-01-27T18:38:13.000Z","Closed",13654,"36 Hours-No Holidays-M/F-24h",38.5311633552556,-121.479109211385,6710672.736421,1955687.215782,"DEEBLE ST","36687ad6-3a63-4732-9356-a71335f190e0","95820"
"178",-121.451342666313,38.5407471604353,6313,"160511-000966","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",5,"Phone Call","Central Oak Park","2016-05-11T22:20:46.000Z","2017-05-19T22:15:29.000Z","2017-05-19T22:15:29.000Z","Completed",13655,"7 Days-No Holidays-M/F-24h",38.540742080582,-121.451329506994,6718598.24653754,1959222.29341899,"APOSTLE ALY","35411013-3ec2-462a-914c-ebaaea3d38fd","95820"
"179",-121.423726357737,38.4400289507217,6314,"160511-000968","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Phone Call","Valley Hi / North Laguna","2016-05-11T22:22:10.000Z","2017-07-06T18:41:50.000Z","2017-07-06T18:39:44.000Z","Completed",13658,"",38.4400238772538,-121.423713215,6726729.592555,1922592.376817,"CENTER PKWY","2c7b385b-b064-4d06-80ca-7e87f1a3280c","95823"
"180",-121.428187471561,38.5804618088391,6315,"160511-000972","Solid Waste : Repair Can : Lawn and Garden : Lid","Solid Waste","Repair Can","Lawn and Garden",NA,NA,"Lid",3,"Web App","River Park","2016-05-11T22:23:03.000Z","2017-05-21T06:40:00.000Z","2017-05-21T06:40:00.000Z","Completed",13660,"",38.5804567239004,-121.428174310947,6725130.04016441,1973726.11075882,"SANDBURG DR","c286447e-adc9-455c-89b2-68b4967ae127","95819"
"181",-121.498214139448,38.5273512580025,6316,"160511-000974","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",4,"Phone Call","South Land Park","2016-05-11T22:27:55.000Z","2017-05-20T08:31:36.000Z","2017-05-20T08:31:36.000Z","Completed",13664,"36 Hours-No Holidays-M/F-24h",38.5273461828189,-121.498200974524,6705219.07719604,1954266.37021506,"ASHLAND WAY","d1da74d9-a80d-4a12-b9ac-ff18cd5a94e9","95822"
"182",-121.44155934997,38.6164068890938,6317,"160511-000977","Animal care : Escalation Form : Other","Animal care","Escalation Form","",NA,NA,"Other",2,"Web App","South Hagginwood","2016-05-11T22:30:06.000Z","2016-05-12T14:08:11.000Z","","In Progress",13665,"",38.6164018021587,-121.441546182854,6721227.13393891,1986792.57676714,"GLENROSE AVE","b387298d-c0aa-43ea-b539-da74ef36c0b5","95815"
"183",-121.498214139448,38.5273512580025,6318,"160511-000979","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",4,"Phone Call","South Land Park","2016-05-11T22:31:30.000Z","2017-05-20T08:34:37.000Z","2017-05-20T08:34:37.000Z","Completed",13668,"24 Hours-No Holidays-M/F-24h",38.5273461828189,-121.498200974524,6705219.07719604,1954266.37021506,"ASHLAND WAY","549a50a0-8dc3-4182-a7cb-9cb94f8523f2","95822"
"184",-121.495222277499,38.554950291681,6319,"160511-000946","Solid Waste : Notify Superintendent : Garbage","Solid Waste","Notify Superintendent","",NA,NA,"Garbage",4,"Phone Call","Land Park","2016-05-11T22:34:21.000Z","2017-05-20T08:35:38.000Z","2017-05-20T08:35:38.000Z","Completed",13670,"24 Hours-No Holidays-M/F-24h",38.5549452139606,-121.49520910965,6706019.13870653,1964321.96551375,"MARKHAM WAY","ef2f9300-49e0-4319-91ec-87247f6b59f0","95818"
"185",-121.41979704109,38.5182594465353,6320,"160511-000981","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",6,"Phone Call","Avondale","2016-05-11T22:38:02.000Z","2017-01-27T18:40:08.000Z","2017-01-27T18:38:13.000Z","Closed",13674,"24 Hours-No Holidays-M/F-24h",38.5182543661834,-121.419783889414,6727673.139813,1951088.929074,"KARI ANN CIR","3033fda2-8dfd-4e53-89cc-8a6930695a73","95824"
"186",-121.460727513299,38.6476090898221,6321,"160511-000986","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",2,"Phone Call","Glenwood Meadows","2016-05-11T22:39:19.000Z","2017-05-20T08:40:37.000Z","2017-05-20T08:40:37.000Z","Completed",13678,"",38.6476040017358,-121.460714339358,6715683.07566305,1998122.53248292,"AUSTIN ST","4d756b61-f7e5-4648-8471-aa4e5feab043","95838"
"187",-121.482791487272,38.5228178245713,6322,"160511-000987","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Phone Call","Brentwood","2016-05-11T22:41:14.000Z","2017-05-21T06:36:05.000Z","2017-05-21T06:36:05.000Z","Completed",13679,"36 Hours-No Holidays-M/F-24h",38.5228127486009,-121.482778325288,6709640.46879301,1952640.14803563,"24TH ST","e08fefd0-c2b0-4c67-89f0-e404e87f7f01","95822"
"188",-121.432912860079,38.6245243256207,6323,"160511-000994","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Web App","Hagginwood","2016-05-11T22:41:47.000Z","2017-07-06T18:41:52.000Z","2017-07-06T18:39:44.000Z","Completed",13680,"",38.6245192373478,-121.432899693302,6723679.114978,1989764.028459,"MARYSVILLE BLVD","9be7e2b2-2722-4b12-be7d-d95ab23e94ba","95815"
"189",-121.417125172563,38.6351265093374,6324,"160511-000989","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Phone Call","East Del Paso Heights","2016-05-11T22:41:48.000Z","2017-07-06T18:41:54.000Z","2017-07-06T18:39:44.000Z","Completed",13681,"",38.6351214189787,-121.417112006921,6728164.605415,1993653.5938,"ROANOKE AVE","e9088cd2-68a4-4ae1-bd7f-b4d2121ee7ca","95838"
"190",-121.532611063542,38.6648195405701,6325,"160511-000996","Solid Waste : Info : Other","Solid Waste","Info","",NA,NA,"Other",1,"Email","Creekside","2016-05-11T22:42:13.000Z","2016-05-15T12:47:38.000Z","","In Progress",13682,"",38.6638611437986,-121.531889003484,6695121.5732209,2004276.46154396,"KOKOMO DR","9a09548e-ba51-4dd5-bd9e-3957ff830e35","95835"
"191",-121.535960370964,38.6750404437531,6326,"160511-000993","Solid Waste : Deliver Can : Recycle","Solid Waste","Deliver Can","",NA,NA,"Recycle",1,"Phone Call","Natomas Creek","2016-05-11T22:42:15.000Z","2017-05-20T08:43:39.000Z","2017-05-20T08:43:39.000Z","Completed",13683,"",38.6750353591124,-121.535947181991,6694146.26471308,2007993.77132857,"SHENNECOCK WAY","9202c919-ea0a-48f8-bcfc-1e655526bc22","95835"
"192",-121.484809265195,38.5821576076398,6327,"160511-000998","Solid Waste : Deliver Can : Garbage","Solid Waste","Deliver Can","",NA,NA,"Garbage",4,"Phone Call","Mansion Flats","2016-05-11T22:44:25.000Z","2017-05-20T08:46:39.000Z","2017-05-20T08:46:39.000Z","Completed",13687,"",38.5821525268539,-121.484796095609,6708940.69165291,1974246.87452029,"FAT ALY","5cffd7a3-d606-4cd7-ba12-2a51692dfd10","95814"
"193",-121.496124640598,38.5458260930624,6328,"160511-001002","Solid Waste : Batteries and Bulbs","Solid Waste","","",NA,NA,"Batteries and Bulbs",4,"Mobile App","Land Park","2016-05-11T22:45:27.000Z","2017-05-21T06:40:00.000Z","2017-05-21T06:40:00.000Z","Completed",13690,"",38.545821016174,-121.49611147373,6705779.52088913,1960997.73557828,"17TH ST","73743338-754a-40a2-9000-b0fea8921d03","95818"
"194",-121.477195957608,38.4995545084985,6329,"160511-001003","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Phone Call","Woodbine","2016-05-11T22:46:37.000Z","2017-05-20T08:50:37.000Z","2017-05-20T08:50:37.000Z","Completed",13693,"36 Hours-No Holidays-M/F-24h",38.4995494340562,-121.477182799337,6711290.03417628,1944177.41940468,"27TH ST","99bd0d8e-ab42-457d-94bf-7352eda25407","95822"
"195",-121.404252193206,38.5669992574891,6330,"160511-001009","Solid Waste : Replace Can : Lawn and Garden","Solid Waste","Replace Can","",NA,NA,"Lawn and Garden",6,"Phone Call","Sierra Oaks","2016-05-11T22:48:56.000Z","2017-05-20T08:52:39.000Z","2017-05-20T08:52:39.000Z","Completed",13697,"",38.5669941718659,-121.404239037957,6732004.27544484,1968867.37806376,"ADLER CIR","0aa1c104-b1c2-43b1-95ff-8c425f4366c3","95825"
"196",-121.472091824375,38.4857830039913,6331,"160511-000991","Sewer : Locate and Mark","Sewer","","",NA,NA,"Locate and Mark",8,"Phone Call","Meadowview","2016-05-11T22:49:20.000Z","2017-05-21T06:36:05.000Z","2017-05-21T06:36:05.000Z","Completed",13699,"",38.4857779303196,-121.472078668577,6712779.88684067,1939170.64474559,"29TH ST","e3342b02-47dd-44fa-909b-afa00ef7a625","95822"
"197",-121.404252193206,38.5669992574891,6332,"160511-001013","Solid Waste : Replace Can : Garbage","Solid Waste","Replace Can","",NA,NA,"Garbage",6,"Phone Call","Sierra Oaks","2016-05-11T22:51:12.000Z","2017-05-20T08:55:37.000Z","2017-05-20T08:55:37.000Z","Completed",13701,"",38.5669941718659,-121.404239037957,6732004.27544484,1968867.37806376,"ADLER CIR","3e52e3f4-2a0c-41aa-8b42-5c77433d5f4d","95825"
"198",-121.471524724403,38.574345074802,6333,"160511-001016","Parking : Meter Broken","Parking","","",NA,NA,"Meter Broken",4,"Phone Call","Midtown / Winn Park / Capital Avenue","2016-05-11T22:53:45.000Z","2017-01-05T15:07:36.000Z","2017-01-05T15:07:26.000Z","Completed",13704,"7 Days-All Holidays-24x7",38.5743399936628,-121.471511557835,6712754.657142,1971423.560397,"26TH ST","8b36994a-ed21-46ec-bb90-550642198960","95816"
"199",-121.458103642235,38.5463075889539,6334,"160511-001020","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",5,"Phone Call","Central Oak Park","2016-05-11T22:54:54.000Z","2017-05-21T06:36:05.000Z","2017-05-21T06:36:05.000Z","Completed",13706,"24 Hours-No Holidays-M/F-24h",38.5463025091461,-121.458090481187,6716652.41029226,1961235.65016399,"42ND ST","40af0540-842f-4f67-9ca1-4d41f9b361be","95817"
"200",-121.479817544841,38.5505900089463,6335,"160511-001022","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",5,"Email","Curtis Park","2016-05-11T22:56:28.000Z","2017-05-21T06:36:06.000Z","2017-05-21T06:36:06.000Z","Completed",13707,"36 Hours-No Holidays-M/F-24h",38.550584930424,-121.479804379909,6710433.39257903,1962758.90660908,"26TH ST","4763f839-3fbc-4850-8677-2ea39a1ac207","95818"
"201",-121.480818681295,38.5120893368673,6336,"160511-001021","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Phone Call","Brentwood","2016-05-11T22:56:58.000Z","2017-07-06T18:41:55.000Z","2017-07-06T18:39:44.000Z","Completed",13708,"",38.512084261647,-121.48080552093,6710227.190795,1948736.332046,"25TH ST HERMOSA ST ALY","adedde6b-e0e4-4d73-8a93-0fe997b38c81","95822"
"202",-121.479235364956,38.5117680109267,6337,"160511-001018","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",5,"Phone Call","Brentwood","2016-05-11T22:57:22.000Z","2017-05-19T22:22:25.000Z","2017-05-19T22:22:25.000Z","Completed",13709,"36 Hours-No Holidays-M/F-24h",38.5117629356139,-121.479222204874,6710680.90104173,1948621.90574854,"45TH AVE","d90fe72b-69a0-4d94-b7a4-fd0cbada8c69","95822"
"203",-121.433074529124,38.6462789920058,6338,"160511-001023","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",2,"Phone Call","Youngs Heights","2016-05-11T23:00:29.000Z","2017-05-20T09:02:37.000Z","2017-05-20T09:02:37.000Z","Completed",13712,"24 Hours-No Holidays-M/F-24h",38.6462739019261,-121.433061359631,6723583.50523368,1997686.21186169,"HURON ST","713fe0ff-8419-4f2b-b711-eee101f3efef","95838"
"204",-121.525190370396,38.6601248553946,6339,"160511-001019","Animal care : Escalation Form : License","Animal care","Escalation Form","",NA,NA,"License",1,"Phone Call","Creekside","2016-05-11T23:03:06.000Z","2017-09-14T14:56:08.000Z","","In Progress",13716,"",38.6596401396023,-121.526202593641,6697249.2785924,2002577.75377852,"NEW MARKET DR","f9bc25a5-5bc2-4a60-b443-4736bc1d805c","95835"
"205",-121.432288114901,38.5802990404799,6340,"160511-001031","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","River Park","2016-05-11T23:08:51.000Z","2017-07-06T18:41:57.000Z","2017-07-06T18:39:44.000Z","Completed",13723,"",38.5802939558659,-121.432274953673,6723958.206852,1973659.485632,"MINERVA AVE","5c8ba56d-6cfd-49d4-8cf2-1ef981fbf665","95819"
